Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
131,RC2527000784,,GORAKHPUR,MAZZ ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012546081,23/10/2024,GORR200525021796102,971039,NOT WORKING,RADHE,2024-01-08 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC3 FAULTY,EC3,OK,,VS,NileshK,AmitG
142,RC2527000784,,LUCKNOW,PRAYAG ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304012533012,27/03/2025,VARI26082503125809,971039,NOT WORKING,GANESH ,2024-01-02 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/R1 FAULTY,EC1/R1,OK,,AD,NileshK,AmitG
147,RC2527000784,,VARANASI,SS TELECOM,MAIN PCB IRX 220F INFRARED COOKTOP,N304122405117,NA,2960470,971039,Dead,AJAY,2024-01-10 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
156,RC2527000784,,LUCKNOW,SHIVA ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304022586541,NA,NA,971039,LUCW28072502881729,YOGESH KUMAR TIWARI ,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/PCB_LUG FAULTY,EC1/PCB_LUG,OK,,SW,NileshK,AmitG
157,RC2527000784,,LUCKNOW,PRAYAG ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304012539647,2025-03-10 00:00:00,VARI27082503134283,971039,NOT WORKING,GANESH ,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,VS,NileshK,AmitG
158,RC2527000784,,LUCKNOW,KUSHAL Agency,MAIN PCB IRX 220F INFRARED COOKTOP,N304082484867,NA,LUCW19082503059833,971039,NOT WORKING,ASHISH KUMAR,2024-08-01 00:00:00,2026-06-01 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,BZ/EC1 FAULTY,BZ/EC1,OK,,SW,NileshK,AmitG
160,RC2527000784,,LKO,ARADHYA COMMUNICATION,MAIN PCB IRX 220F INFRARED COOKTOP,N304112431836,NA,LUCW14072502757196,971039,NOT WORKING,NA,2024-01-04 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,SW,NileshK,AmitG
174,RC2527000784,,AGRA,ASTHA COMMUNICATION,MAIN PCB IRX 220F INFRARED COOKTOP,N304122469817,NA,AGR926082503122032,971039,Dead,ROHIT,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,SW,NileshK,AmitG
187,RC2527000784,,LUCKNOW,SK ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304112450241,NA,VARI0109250317252,971039,Dead,NA,2024-01-11 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/IC1/R1 FAULTY,EC1/IC1/R1,OK,,VS,NileshK,AmitG
199,RC2527000784,,GORAKHPUR,MAZZ ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N30402546081,2024-10-12 00:00:00,GORR2005250217681,971039,NOT WORKING,RAHUL ,2024-01-09 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,U1/EC1 FAULTY,EC1,OK,,AD,NileshK,AmitG
201,RC2527000784,,VARANASI,COMPUTECH,MAIN PCB IRX 220F INFRARED COOKTOP,N304042418647,NA,VARI01092503175827,971039,Dead,KISHAN,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/R1 FAULTY,EC1/R1,OK,,AD,NileshK,AmitG
234,RC2527000784,,LUCKNOW,KUSHAL Agency,MAIN PCB IRX 220F INFRARED COOKTOP,N304022562296,NA,LUCW16082503036983,971039,NOT WORKING,ARUN KUMAR ,2024-01-01 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,VS,NileshK,AmitG
256,RC2527000784,,KANPUR,UNIQ ELECTRIC,MAIN PCB IRX 220F INFRARED COOKTOP,N304032568716,16/05/2025,KANR24082503194431,971039,Dead,ISLAM ,2024-01-11 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,BZ/EC1/R1 FAULTY,EC1/R1,OK,,SW,NileshK,AmitG
295,RC2527000784,,VARANASI,COMPUTECH,MAIN PCB IRX 220F INFRARED COOKTOP,N304052441707,NA,VARI01092503170627,971039,Dead,SHABAD KHAN ,2024-01-08 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,IC1/R1 FAULTY,IC1/R1,OK,,SW,NileshK,AmitG
312,RC2527000784,,VARANASI,COMPUTECH,MAIN PCB IRX 220F INFRARED COOKTOP,N304102423368,NA,VARI01092503170973,971039,Dead,SHADAB KHAN,2024-01-08 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,SW,NileshK,AmitG
324,RC2527000784,,BAREILLY,SHIVAM TRADERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304122468370,NA,BARY02082502925812,971039,Dead,NA,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,VS,NileshK,AmitG
325,RC2527000784,,BHUBANESWAR,ELECTRO TRADERS,MAIN PCB IRX 220F INFRARED COOKTOP,N3041124047532,2025-01-03 00:00:00,2502331330,971039,NOT WORKING,PRATAP RAUT ,2024-01-05 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
333,RC2527000784,,AGRA,SUMAN COMMUNICATION,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,AGRA200825030676,971039,Dead,FARHAN,2024-01-03 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/IC1/R1 FAULTY,EC1/IC1/R1,OK,,VS,NileshK,AmitG
338,RC2527000784,,BBSR,SRI SAI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304072457204,18/12/2024,CUTK28062502577554,971039,NOT WORKING,NA,2024-01-07 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/PCB_LUG FAULTY,EC1/PCB_LUG,OK,,SW,NileshK,AmitG
339,RC2527000784,,BBSR,SRI SAI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304082462706,2025-03-10 00:00:00,CUTK1706250265533,971039,NOT WORKING,SANTOSH ,2024-01-08 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/R1 FAULTY,EC1/R1,OK,,SW,NileshK,AmitG
345,RC2527000784,,VARANASI,TEJAS ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304042427032,23/08/2024,VARI19082503064992,971039,Dead,PRADEEP KUMAR,2024-01-11 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,SW,NileshK,AmitG
348,RC2527000784,,RAIPUR,AMNAN ELETRONICS,MAIN PCB IRX 220F INFRARED COOKTOP,N30412249864,2025-03-02 00:00:00,2639362,971039,Dead,NA,2024-01-04 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,VR1 FAULTY,VR1,OK,,SW,NileshK,AmitG
367,RC2527000784,,LUCKNOWD,BK ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,NA,2024-08-01 00:00:00,2763437,971039,Dead,PAWAN ,2024-01-12 00:00:00,28-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC3 FAULTY,EC3,OK,,VS,NileshK,AmitG
379,RC2527000784,,NA,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N30402281989,21/06/2025,2322992,971039,NA,NA,2024-01-09 00:00:00,2025-11-12 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,VR1/EC1/T1 FAULTY,VR1/EC1/T1,OK,,AD,NileshK,AmitG
389,RC2527000784,,NA  ,RAJ ELECTRCAL ,MAIN PCB IRX 220F INFRARED COOKTOP,N30412241426,31/01/2025,RANI10062502389453,971039,Dead,NIRAJ ,2024-01-07 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/EC2/EC3/BZ FAULTY,EC1/EC2/EC3/BZ,OK,,SW,NileshK,AmitG
413,RC2527000784,,NA  ,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,21/01/2025,2938856,971039,Dead,NA,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,SW,NileshK,AmitG
429,RC2527000784,,JABALPUR,ANAS ELECTRIC WORKS,MAIN PCB IRX 220F INFRARED COOKTOP,N304042414770,20/06/2025,JABR09072502705746,971039,Dead,NA,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,IC1/R1 FAULTY,IC1/R1,OK,,SW,NileshK,AmitG
430,RC2527000784,,PATNA,NRS SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304112462486,2025-02-11 00:00:00,RANI19082503063216,971039,NOT WORKING,NA,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,PCB_LUG FAULTY,PCB_LUG,OK,,SW,NileshK,AmitG
463,RC2527000784,,JABALPUR,SHREE BALAJI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304012447187,2024-11-05 00:00:00,3007662,971039,NOT WORKING,ANUJ SINGH,2024-01-01 00:00:00,28-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC5 FAULTY,EC5,OK,,AP,NileshK,AmitG
477,RC2527000784,,JABALPUR,PAWAR TRADERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304122496003,2025-06-04 00:00:00,JABR25062502550937,971039,KALIRAM YADAV ,KALIRAM YADAV ,2024-01-11 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,R1 FAULTY,R1,OK,,VS,NileshK,AmitG
490,RC2527000784,,NA  ,SANJEEVANI ELECTRICALS,MAIN PCB IRX 220F INFRARED COOKTOP,N304122496396,NA,2934636,971039,NA,NA,2024-01-11 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
491,RC2527000784,,NA  ,SANJEEVANI ELECTRICALS,MAIN PCB IRX 220F INFRARED COOKTOP,N304022527275,NA,2951649,971039,NA,NA,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,VR1/VR2/EC1 FAULTY,VR1/VR2/EC1,OK,,SW,NileshK,AmitG
511,RC2527000784,,NA  ,SHIVAM ELECTRONIC,MAIN PCB IRX 220F INFRARED COOKTOP,N304012552323,NA,894858,971039,Dead,OMPRAKASH ,2024-01-02 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,IC1/EC1/R1 FAULTY,IC1/EC1/R1,OK,,VS,NileshK,AmitG
518,RC2527000784,,INDORE,MAA PITAMBRA ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304022516777,26/04/2025,2631585,971039,Dead,SUNIL ,2024-01-04 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,IC1/R1/D1 FAULTY,IC1/R1/D1,OK,,VS,NileshK,AmitG
571,RC2527000784,,LKO,SP ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304022531939,20/06/2025,VARI03082502937196,971039,NOT WORKING,VINOD TIWARI ,2024-01-07 00:00:00,2025-11-10 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,BZ/EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
575,RC2527000784,,INDORE,AV SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,2726872,17/03/20205,2726872,971039,NOT WORKING,ANKIT ,2024-01-11 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,IC1/R1 FAULTY,IC1/R1,OK,,AD,NileshK,AmitG
584,RC2527000784,,AHMEDABAD,SHIV ELECTRIC AND SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304022557379,NA,AHMD02092503185441,971039,Dead,ANIRUDDH B ZANKAT ,2024-01-01 00:00:00,2025-11-10 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,VR1/EC1/R9/R2 FAULTY,VR1/EC1/R9/R2,OK,,SW,NileshK,AmitG
587,RC2527000784,,LUCKNOW,PRAYAG ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304022558158,2025-06-07 00:00:00,VARI18072502799544,971039,NOT WORKING,R SHAH ,2024-02-01 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/VR1 FAULTY,EC1/VR1,OK,,SW,NileshK,AmitG
606,RC2527000784,,VARANASI,COMPUTECH,MAIN PCB IRX 220F INFRARED COOKTOP,N304122328438,NA,VARI16072502780217,971039,Dead,SANDEEP GUPTA ,2024-01-08 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/IC1/R1 FAULTY,EC1/IC1/R1,OK,,VS,NileshK,AmitG
622,RC2527000784,,LUCKNOW,SHIVA ELECTRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304022571236,NA,LUCW15072502766911,971039,NOT WORKING,YOGESH KUMAR TIWARI ,2024-01-08 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/IC1 FAULTY,EC1/IC1,OK,,VS,NileshK,AmitG
628,RC2527000784,,PATNA,NRS SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304092490695,30/10/2024,RANI01072502611239,971039,NOT WORKING,GAURAV ,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/IC1/R1 FAULTY,EC1/IC1/R1,OK,,VS,NileshK,AmitG
635,RC2527000784,,BHUBANESWAR,ELECTRO  TRADER,MAIN PCB IRX 220F INFRARED COOKTOP,N304022500675,NA,2502888592,971039,NA,BISWANATH RANA ,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC5 FAULTY,EC5,OK,,SW,NileshK,AmitG
649,RC2527000784,,BBSR,ESS,MAIN PCB IRX 220F INFRARED COOKTOP,N304022492507,21/10/2024,CUTK14072502750865,971039,Dead,NA,2024-02-01 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC4 FAULTY,EC4,OK,,SW,NileshK,AmitG
655,RC2527000784,,BHOPAL,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,30/01/2025,2876156,971039,NOT WORKING,NA,2024-08-01 00:00:00,2026-06-01 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,BZ/PCB_LUG FAULTY,BZ/PCB_LUG,OK,,SW,NileshK,AmitG
697,RC2527000784,,NA  ,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,N304042444243,2024-10-10 00:00:00,NA,971039,NA,NA,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,BZ/U1 FAULTY,BZ/U1,OK,,SW,NileshK,AmitG
708,RC2527000784,,INDORE,MAA PITAMBRA ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304122489775,NA,2569590,971039,Dead,VISHNU,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,VR1/VR2/EC1/R1/R2 FAULTY,VR1/VR2/EC1/R1/R2,OK,,SW,NileshK,AmitG
712,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA,971039,NA,NA,2024-01-08 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,VS,NileshK,AmitG
720,RC2527000784,,RAIPUR,BASANT SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304012538063,NA,RAIR12052502093094,971039,Dead,SHYAM P,2024-03-01 00:00:00,2026-01-06 00:00:00,"1 years, 10 months",NA,NA,Pass,Found OK,NA,,NFF,,SW,NileshK,AmitG
728,RC2527000784,,PATNA,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,N304022557229,15/05/2025,2779134,971039,Dead,NA,2024-01-11 00:00:00,2025-11-12 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,VR1/VR2/CX1/IC1/R1/EC1 FAULTY,VR1/VR2/CX1/IC1/R1/EC1,OK,,SW,NileshK,AmitG
730,RC2527000784,,BAREILLY,MISHRA MOBILE STORE,MAIN PCB IRX 220F INFRARED COOKTOP,N304122486816,30/05/2025,BARY10072502711208,971039,Dead,TAUSIF,2024-01-08 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,F1/R1/EC1/IC1 FAULTY,F1/R1/EC1/IC1,OK,,SW,NileshK,AmitG
732,RC2527000784,,LUCKNOW,AYANSHI ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304032411417,2024-08-12 00:00:00,GORR14072502753029,971039,NA,ANAND TIWARI,2024-01-10 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,VR1/VR2/CX1/F1/BZ FAULTY,VR1/VR2/CX1/F1/BZ,OK,,SW,NileshK,AmitG
747,RC2527000784,,AHMEDABAD,SHIV ELECTRIC AND SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304112447046,NA,AHMD07072502679470,971039,NOT WORKING,ANIRUDDH B ZANKAT ,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,PCB_LUG FAULTY,PCB_LUG,OK,,SW,NileshK,AmitG
758,RC2527000784,,INDORE,MAA PITAMBRA ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304082476196,NA,2558221,971039,Dead,VISHNU,2024-01-04 00:00:00,2025-11-12 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/EC2/EC3 FAULTY,EC1/EC2/EC3,OK,,SW,NileshK,AmitG
765,RC2527000784,,KANPUR,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,N030411245689,20/03/2025,KANR01072502612892,971039,Dead,YALGAR ,2024-02-01 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/R9 FAULTY,EC1/R9,OK,,SW,NileshK,AmitG
773,RC2527000784,,PATNA,AJAY ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122490469,2025-11-04 00:00:00,RANI13062502423138,971039,Dead,NA ,2024-02-01 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,PCB_LUG FAULTY,PCB_LUG,OK,,SW,NileshK,AmitG
774,RC2527000784,,PATNA,E SHOP,MAIN PCB IRX 220F INFRARED COOKTOP,NA ,NA,RANI27062502574696,971039,Dead,NA,2024-02-01 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
775,RC2527000784,,PATNA,AJAY ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304102415230,NA ,RANI10062502378640,971039,NOT WORKING,NA,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
780,RC2527000784,,NA  ,NA ,MAIN PCB IRX 220F INFRARED COOKTOP,N304012458764,NA,RAIR21062525097975,971039,NOT WORKING,NA,2024-01-04 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
792,RC2527000784,,INDORE,NADIRA,MAIN PCB IRX 220F INFRARED COOKTOP,N304122341129,NA,2502629885,971039,NA,MUKESH ,2024-01-11 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/R1/D1 FAULTY,EC1/R1/D1,OK,,AD,NileshK,AmitG
804,RC2527000784,,NA  ,MAHAVEER ELECTRONICS,MAIN PCB IRX 220F INFRARED COOKTOP,N30402256817,24/06/2027,BHOL25062502552626,971039,NA,NA ,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/EC4 FAULTY,EC1/EC4,OK,,SW,NileshK,AmitG
822,RC2527000784,,NA  ,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,NA,NA,NA ,971039,NA ,NA ,2024-01-12 00:00:00,2025-12-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,PCB_LUG FAULTY,PCB_LUG,OK,,SW,NileshK,AmitG
841,RC2527000784,,INDORE,MPE,MAIN PCB IRX 220F INFRARED COOKTOP,N304082472299,NA,2309477,971039,Dead,VISHNU,2024-01-08 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/TR1/CN1 FAULTY,EC1/TR1/CN1,OK,,AD,NileshK,AmitG
850,RC2527000784,,NAGPUR,SHIVAM SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N3014122475307,20/01/2025,24052502211336,971039,NA ,DEEPAK ,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC3/R9 FAULTY,EC3/R9,OK,,SW,NileshK,AmitG
862,RC2527000784,,NAGPUR,VINOD REWINDERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304012467266,28/06/2024,26062502555892,971039,Dead,NA,2024-01-01 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,CX1/EC1/IC1/F1/R1 FAULTY,CX1/EC1/IC1/F1/R1,OK,,SW,NileshK,AmitG
874,RC2527000784,,INDORE,NADIRA,MAIN PCB IRX 220F INFRARED COOKTOP,N304052439646,NA,2502365232,971039,NA,NA,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,R2 FAULTY,R2,OK,,SW,NileshK,AmitG
880,RC2527000784,,INDORE,VAISHNAVI SERVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N3040224007890,30/10/2024,NA ,971039,NA,RAKESH JI ,2024-01-09 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,VS,NileshK,AmitG
915,RC2527000784,,NA  ,RELIABLE SE5RVICE,MAIN PCB IRX 220F INFRARED COOKTOP,N304022533981,NA,KOL210082502989376,971039,NA,SK ,2024-01-11 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/R2 FAULTY,EC1/R2,OK,,SW,NileshK,AmitG
918,RC2527000784,,NA  ,MAHAVEER ELECTRONICS,MAIN PCB IRX 220F INFRARED COOKTOP,N304022571754,2025-05-03 00:00:00,BHOL11062502398767,971039,NA ,NA ,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,IC1 FAULTY,IC1,OK,,VS,NileshK,AmitG
928,RC2527000784,,INDORE,VK MARKETING,MAIN PCB IRX 220F INFRARED COOKTOP,N30408248581,2025-07-08 00:00:00,2502689543,971039,NA,NA,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC5 FAULTY,EC5,OK,,SW,NileshK,AmitG
931,RC2527000784,,KANPUR,NA  ,MAIN PCB IRX 220F INFRARED COOKTOP,N304042416923,2024-07-01 00:00:00,NA  ,971039,Dead,NA,2024-01-04 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,VS,NileshK,AmitG
948,RC2527000784,,PATNA,JS ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N304122409044,2025-06-05 00:00:00,2502737309,971039,NA,ASHU KUMAR ,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,VR1/VR2/F1 FAULTY,VR1/VR2/F1,OK,,SW,NileshK,AmitG
949,RC2527000784,,NA  ,GURUKRUPA ELECRICAL,MAIN PCB IRX 220F INFRARED COOKTOP,N304112441563,24/02/2025,2493045,971039,Dead,NA ,2024-01-03 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/PCB_LUG FAULTY,EC1/PCB_LUG,OK,,SW,NileshK,AmitG
952,RC2527000784,,INDORE,SHRI BALAJI ENTERPISES,MAIN PCB IRX 220F INFRARED COOKTOP,N3041124044461,18/03/2025,502382909,971039,Dead,RAJESH SHAKYA ,2024-01-01 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/EC2 FAULTY,EC1/EC2,OK,,SW,NileshK,AmitG
956,RC2527000784,,NAGPUR,VINOD REWINDERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304012514894,NA,23072502839401,971039,Dead,NA,2024-01-04 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,SW,NileshK,AmitG
962,RC2527000784,,PATNA,JHILIK ENTERPRISES,MAIN PCB IRX 220F INFRARED COOKTOP,N30403246666,27/04/2025,2546089,971039,Dead,NA,2024-01-11 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/IC1/EC2/R1/EC3 FAULTY,EC1/IC1/EC2/R1/EC3,OK,,SW,NileshK,AmitG
963,RC2527000784,,NAGPUR,VINOD REWINDERS,MAIN PCB IRX 220F INFRARED COOKTOP,N304012515561,NA,11082502996354,971039,NA,NA,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/EC2/U1 FAULTY,EC1/EC2/U1,OK,,VS,NileshK,AmitG
974,RC2527000784,,SARANGPUR,AMIT ELECTRONIC,MAIN PCB IRX 220F INFRARED COOKTOP,N304042436905,13/08/2024,2334165,971039,Dead,RAJ KUMAR ,2024-01-12 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,VR1 FAULTY,VR1,OK,,SW,NileshK,AmitG
975,RC2527000784,,INDORE,MAA PITAMBRA ENTERPRISE,MAIN PCB IRX 220F INFRARED COOKTOP,N304082475924,NA,62584876,971039,Dead,VISHNU ,2024-01-01 00:00:00,15-11-2025,"1 years, 10 months",NA,NA,Fail,Not Working,EC1 FAULTY,EC1,OK,,VS,NileshK,AmitG
1001,RC2527000784,,INDORE,MPE,MAIN PCB IRX 220F INFRARED COOKTOP,N304112458241,28/03/2025,2304892,971039,Dead,RAVI ,2024-01-11 00:00:00,2025-11-11 00:00:00,"1 years, 10 months",NA,NA,Fail,Not Working,EC1/R1/EC3/EC4/EC5 FAULTY,EC1/R1/EC3/EC4/EC5,OK,,AD,NileshK,AmitG
