Sr. No.,DC No.,DC Date,Branch,BCCD Name,Product Description,Product Sr. No.,Date of Purchase,Complaint No.,Part Code,Defect,Visiting Tech Name,Mfg Month/Year,Repair Date,"Defect Age (Years, Months, Days)",PCB Sr. No.,RF Observation,Testing,Failure,Analysis,Component Consumption,Status,Send Date,Engg. Name,Tag Entry By,Consumption Entry
427,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010223043568,26/08/2024,503016046-2,974290,Dead,KAJESH ,44774,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
428,RC2527000784,,NAGAPUR,VINOD ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092450740,45935,10082502987180-2,974290,Dead,NA,45536,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
429,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,44743,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
430,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010324022490,13/08/2024,503005227-1,974290,Dead,PRADEEP SHARMA,45505,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
431,RC2527000784,,NA,VINOD REWINDERS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122432637,45660,0108250299583-1,974290,NA,NA,45536,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
432,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20110248571,45935,2806861-1,974290,NA,NA,45474,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
433,RC2527000784,,BAREILLY,JESUS ELECTRONICS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010924524,45931,BARLLY250720028868,974290,Dead,NA,45444,2025-12-09 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
434,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45597,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
435,RC2527000784,,INDORE,MAA PITAMBER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062434790,NA,02970900-1,974290,Dead,NA,45748,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
436,RC2527000784,,GORAKHPUR,MAZZ ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,C152092157843,17/09/2024,GORR21052502176312,974290,NOT WORKING,SARWAN,45566,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
437,RC2527000784,,INDORE,KUMAR HOME ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,23072502839573-1,974290,Dead,ANURAG,45474,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
438,RC2527000784,,BAREILLY,JESUS ELECTRONICS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122308833,45932,BARY02082502932519-1,974290,Dead,NA,45658,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
439,RC2527000784,,INDORE,SHIR BALAJI ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010923062396,17/09/2024,502909206-1,974290,Dead,PRADEEP SHARMA,44958,2025-12-09 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
440,RC2527000784,,NAGAPUR,BHAVESH ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010524023127,45573,RAIR28072502887229-1,974290,NOT WORKING,SHAAWAN,45108,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
441,RC2527000784,,NAGAPUR,SAI ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010624035162,26/01/2025,2502864161-1,974290,Dead,ANKUR,45536,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
442,RC2527000784,,AGRA,SUMAN COMMUNICATION,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201042445466,NA,AGRA14072502758071-1,974290,Dead,FARHAN,44896,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
443,RC2527000784,,KUNDLI,SHRI SHYAM ELECTRONICS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072855111,45422,72502851474-1,974290,NOT WORKING,VINOD,45108,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
444,RC2527000784,,INDORE,MAA PITAMBER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032420766,45778,02726158-1,974290,Dead,AJAY,44896,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
445,RC2527000784,,RANCHI,N.K ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201082447113,45870,RAN117072502784696,974290,Dead,NA,45505,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
446,RC2527000784,,NAGAPUR,VINOD REWINDERS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201062429967,NA,10082502982385-2,974290,Dead,NA,45627,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
447,RC2527000784,,RAIPUR,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032574607,17/02/2024,RAIR07072502591926,974290,NOT WORKING,NA,45536,2025-09-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
448,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
449,RC2527000784,,VARANASI,S.S.TELECOM,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201012555016,NA,3117701,974290,Dead,RAJEEV,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
450,RC2527000784,,GORAKHPUR,MAZZ ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122235540,23/10/2024,GORR21052502179831,974290,NOT WORKING,RAHUL,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
451,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999003367359,NA,AGRA2926082503127920,974290,NA,NA,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
452,RC2527000784,,LUCKNOW,SHANN CARE SYSTEM,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032574779,NA,LUCW31082503168175-1,974290,NOT WORKING,PRASHANT VERMA,45717,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
453,RC2527000784,,PRATAPGARH,COMPUTECH,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092385001,NA,VARI09092503244646-1,974290,Dead,MO SHAMSHAD,45505,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
454,RC2527000784,,LUCKNOW,ARYAN SOLUTION,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092448573,NA,VARI29082503141974-2,974290,NOT WORKING,AJAY KUMAR,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
455,RC2527000784,,LUCKNOW,S.K ENTERPRESES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122403409,45718,VARI1034034096,974290,NOT WORKING,IMRAN,44835,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
456,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45261,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
457,RC2527000784,,BAREILLY,SHIVAM TRADER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201112224187,45965,BARY07082502973468-1,974290,Dead,ISHANT,45597,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
458,RC2527000784,,PRATAPGARH,COMPUTECH,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122442412,NA,VARI19082503063898-1,974290,Dead,SANDEEP GUPTA,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
459,RC2527000784,,VARANASI,S.S.TELECOM,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E2010125550,NA,3117701-2,974290,Dead,RAJEEV,45474,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
460,RC2527000784,,LUCKNOW,S.K ENTERPRESES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102445170,16/12/2024,VARI1260812503127521-1,974290,Dead,NA,45170,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
461,RC2527000784,,KANPUR,LAVIK SERVISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999072354406,NA,KANR10082502990962-1,974290,NOT WORKING,MOHIT,45139,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
462,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45108,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
463,RC2527000784,,LKO,BRC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201082366147,45421,24108125,974290,Dead,NA,45597,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
464,RC2527000784,,LUCKNOW,SS APPLIANCES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999092274673,NA,GORR01082502917697,974290,Dead,NA,45170,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
465,RC2527000784,,BAREILLY,SHIVAM TRADER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201022347000,25/11/2024,BARY26082503126363-1,974290,Dead,ISHANT,45748,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
466,RC2527000784,,LUCKNOW,SS APPLIANCES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20108445031,NA,GORR030546490-1,974290,Dead,NA,45170,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
467,RC2527000784,,PRATAPGARH,COMPUTECH,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999072356106,NA,VARI1808250305244-1,974290,Dead,PAWAN MAURYA,45444,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
468,RC2527000784,,KANPUR,LAXMI ELECTRICAL,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072358467,20/01/2025,KANR27082503130067-1,974290,NOT WORKING,IRSHAD,45108,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
469,RC2527000784,,KANPUR,ILIYAS ELECTRICALS,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092213729,45995,KANR31082503167222,974290,Dead,NA,44866,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP ,RevatiJ,AmitG
470,RC2527000784,,LUCKNOW,S.K ENTERPRESES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201092441500,15/01/2025,VARI2608250312728,974290,Dead,NA,45658,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
471,RC2527000784,,BAREILLY,MISHRA MOBILE STORE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122233896,29/10/2024,BARY27072502877217-1,974290,Dead,ISHANT,NA,2025-12-08 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
472,RC2527000784,,LKO,S.P ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201012558481,NA,VARI14082503021342-1,974290,NA,MANOHAR LAL,45566,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
473,RC2527000784,,LUCKNOW,S.K ENTERPRESES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20112244521,45659,VARI300825031565,974290,Dead,NA,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
474,RC2527000784,,LUCKNOW,S.K ENTERPRESES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,330112240425,45720,VARI040634095,974290,Dead,NA,45627,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
475,RC2527000784,,LUCKNOWNA,CHITRA ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,X999122250996,NA,LUCW30082503161826,974290,NOT WORKING,PRAVEEN TIWARI,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
476,RC2527000784,,VARANASI,S.S.TELECOM,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201102218017,23/10/2024,2531539,974290,Dead,ASHOK,45261,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
477,RC2527000784,,BAREILLY,MISHRA MOBILE STORE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201112224296,20/12/2024,BARY08082502977417-1,974290,Dead,TAUSIF,45658,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
478,RC2527000784,,BAREILLY,SHIVAM TRADER,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201072442811,NA,BARY3072502843794-2,974290,Dead,ISHANT,NA,2025-12-08 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
479,RC2527000784,,LUCKNOW,S.K ENTERPRESES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20112552410,15/02/2025,VAR126082503128162-1,974290,Dead,SANTOSH,45597,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
480,RC2527000784,,LUCKNOW,S.K ENTERPRESES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122406963,45749,VAR104069403,974290,Dead,NA,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
481,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45261,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
482,RC2527000784,,PRATAPGARH,COMPUTECH,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032422403,NA,VARI04092503202127-1,974290,Dead,SANDEEP GUPTA,45170,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
483,RC2527000784,,VARANASI,S.S.TELECOM,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201122446448,NA,3143263,974290,Dead,MANOJ,45536,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
484,RC2527000784,,KANPUR,UNIQ ELECTRIC,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E201032920529,45963,KAN24082503109852,974290,Dead,ADNAN KHAN,45748,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
485,RC2527000784,,NA,ANURAG MULTI SERVICE,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,224071732,45638,GORR180825421,974290,NA,NA,45505,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
486,RC2527000784,,LUCKNOW,CHITRA ENTERPRISES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20112238355,45786,LUCW05092503211080,974290,NOT WORKING,SOMNATH,NA,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
487,RC2527000784,,NA,NA,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,NA,NA,NA,974290,NA,NA,45627,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,VS,RevatiJ,AmitG
488,RC2527000784,,LUCKNOW,SS APPLIANCES,DISPLAY PCB ASSLY ICX 190 TS INDUCTION,E20112238997,NA,GORR16072502771668,974290,Dead,VISHUJEET,45108,2025-08-12 00:00:00,,NA,NA,Fail,Not Working,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13 FAULTY,S1/S2/S3/S4/S5/S6/S7/S8/S9/S10/S11/S12/S13,OK,,SP,RevatiJ,AmitG
